,Content_ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score,,,,,,,,,,
6916,802a8533-3051-4e2c-ad30-7751ece5d514,worried,30-01-2021 14:39,audio,food,negative,12,,,,,,,,,,
6938,802a8533-3051-4e2c-ad30-7751ece5d514,worried,24-01-2021 04:15,audio,food,negative,12,,,,,,,,,,
6975,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,worried,30-03-2021 02:36,photo,studying,negative,12,,,,,,,,,,
6985,636e6499-b670-4cd4-a829-2c4c9e07db2a,worried,18-02-2021 03:40,photo,soccer,negative,12,,,,,,,,,,
7002,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,30-10-2020 20:20,audio,travel,negative,12,,,,,,,,,,
7006,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,worried,16-04-2021 11:02,audio,travel,negative,12,,,,,,,,,,
7019,ac120787-f331-497f-8733-7cd63dfd36b6,worried,13-10-2020 14:23,GIF,culture,negative,12,,,,,,,,,,
7034,ac120787-f331-497f-8733-7cd63dfd36b6,worried,26-04-2021 15:43,GIF,culture,negative,12,,,,,,,,,,
7051,9ec9b340-df2d-472f-9a7f-80b4790788e6,worried,05-12-2020 04:18,photo,travel,negative,12,,,,,,,,,,
7082,5c38166c-8305-4227-ad54-bad36df2a57a,worried,24-10-2020 19:59,video,fitness,negative,12,,,,,,,,,,
7084,5c38166c-8305-4227-ad54-bad36df2a57a,worried,05-08-2020 12:15,video,fitness,negative,12,,,,,,,,,,
7089,5c38166c-8305-4227-ad54-bad36df2a57a,worried,30-10-2020 01:34,video,fitness,negative,12,,,,,,,,,,
7090,5c38166c-8305-4227-ad54-bad36df2a57a,worried,24-04-2021 03:17,video,fitness,negative,12,,,,,,,,,,
7117,da8f7258-6757-4a7e-892e-a16b925ef83b,worried,03-05-2021 04:39,photo,cooking,negative,12,,,,,,,,,,
7147,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,worried,10-09-2020 00:57,audio,tennis,negative,12,,,,,,,,,,
7156,ecbba40a-93f2-470a-b565-938f61f527a7,worried,23-11-2020 21:16,audio,public speaking,negative,12,,,,,,,,,,
7163,ecbba40a-93f2-470a-b565-938f61f527a7,worried,03-10-2020 05:02,audio,public speaking,negative,12,,,,,,,,,,
7179,05805658-8744-4cc4-825d-cbfed0ecea7c,worried,16-06-2021 12:59,photo,technology,negative,12,,,,,,,,,,
7200,962e5969-cd65-4670-a2ae-b0266908426b,worried,15-06-2021 16:13,GIF,studying,negative,12,,,,,,,,,,
7211,962e5969-cd65-4670-a2ae-b0266908426b,worried,30-03-2021 23:59,GIF,studying,negative,12,,,,,,,,,,
7257,6fc7f722-0a93-4420-8376-09d6536ecef8,worried,10-03-2021 17:09,GIF,fitness,negative,12,,,,,,,,,,
7261,6fc7f722-0a93-4420-8376-09d6536ecef8,worried,27-10-2020 06:53,GIF,fitness,negative,12,,,,,,,,,,
7263,e611ee64-7ada-428d-aa37-94c8c0782a91,worried,14-02-2021 19:58,GIF,cooking,negative,12,,,,,,,,,,
7272,e611ee64-7ada-428d-aa37-94c8c0782a91,worried,24-08-2020 19:18,GIF,cooking,negative,12,,,,,,,,,,
7306,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,13-01-2021 19:24,photo,tennis,negative,12,,,,,,,,,,
7312,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,04-01-2021 02:10,photo,tennis,negative,12,,,,,,,,,,
7314,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,29-10-2020 00:39,photo,tennis,negative,12,,,,,,,,,,
7326,e96d9fcb-b5be-4382-b809-6315dbe6f89a,worried,22-06-2020 03:27,photo,tennis,negative,12,,,,,,,,,,
7342,a7a7c909-15cb-4719-835b-cc9f835feb50,worried,21-03-2021 08:27,GIF,animals,negative,12,,,,,,,,,,
7348,a7a7c909-15cb-4719-835b-cc9f835feb50,worried,16-10-2020 22:23,GIF,animals,negative,12,,,,,,,,,,
7371,77099957-1551-435e-b386-704d8b91a46e,worried,30-09-2020 05:59,audio,cooking,negative,12,,,,,,,,,,
7410,5c7fa152-9628-471d-b715-84e15c4b5d38,worried,01-05-2021 10:39,audio,tennis,negative,12,,,,,,,,,,
7432,25948d39-4549-4ead-be71-6a571bd56fe1,worried,10-08-2020 08:28,audio,science,negative,12,,,,,,,,,,
7457,d03efe68-5986-48c4-8767-93b8f5881004,worried,28-01-2021 17:51,GIF,animals,negative,12,,,,,,,,,,
7458,d03efe68-5986-48c4-8767-93b8f5881004,worried,19-10-2020 01:00,GIF,animals,negative,12,,,,,,,,,,
7462,d03efe68-5986-48c4-8767-93b8f5881004,worried,09-06-2021 00:56,GIF,animals,negative,12,,,,,,,,,,
7479,d03efe68-5986-48c4-8767-93b8f5881004,worried,18-06-2021 05:33,GIF,animals,negative,12,,,,,,,,,,
7503,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,12-01-2021 13:52,photo,healthy eating,negative,12,,,,,,,,,,
7519,4bdd31e0-2f59-4262-bcbe-546678a3d203,worried,29-10-2020 05:19,photo,healthy eating,negative,12,,,,,,,,,,
7538,11b96207-c1c5-4083-948d-2942684aae0d,worried,10-04-2021 05:23,photo,studying,negative,12,,,,,,,,,,
7543,11b96207-c1c5-4083-948d-2942684aae0d,worried,26-04-2021 01:06,photo,studying,negative,12,,,,,,,,,,
7554,11b96207-c1c5-4083-948d-2942684aae0d,worried,05-07-2020 17:19,photo,studying,negative,12,,,,,,,,,,
7577,51a26a10-6973-4882-aa88-98b53978ce01,worried,31-10-2020 03:03,audio,veganism,negative,12,,,,,,,,,,
7581,51a26a10-6973-4882-aa88-98b53978ce01,worried,01-02-2021 14:25,audio,veganism,negative,12,,,,,,,,,,
7591,51a26a10-6973-4882-aa88-98b53978ce01,worried,03-01-2021 22:37,audio,veganism,negative,12,,,,,,,,,,
7597,51a26a10-6973-4882-aa88-98b53978ce01,worried,19-11-2020 19:03,audio,veganism,negative,12,,,,,,,,,,
7610,51a26a10-6973-4882-aa88-98b53978ce01,worried,08-03-2021 08:54,audio,veganism,negative,12,,,,,,,,,,
7615,693b5f91-52b1-4464-916c-91adccbec996,worried,18-10-2020 18:10,photo,culture,negative,12,,,,,,,,,,
7616,693b5f91-52b1-4464-916c-91adccbec996,worried,13-03-2021 07:48,photo,culture,negative,12,,,,,,,,,,
7630,693b5f91-52b1-4464-916c-91adccbec996,worried,17-10-2020 11:54,photo,culture,negative,12,,,,,,,,,,
7657,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,28-06-2020 15:26,video,studying,negative,12,,,,,,,,,,
7670,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,18-10-2020 09:08,video,studying,negative,12,,,,,,,,,,
7691,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,worried,20-10-2020 20:35,video,studying,negative,12,,,,,,,,,,
7737,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,22-10-2020 05:43,GIF,education,negative,12,,,,,,,,,,
7743,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,20-11-2020 18:18,GIF,education,negative,12,,,,,,,,,,
7765,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,worried,05-10-2020 22:54,GIF,education,negative,12,,,,,,,,,,
7790,581634a6-14c7-4c0a-8c7f-34238e58cf6a,worried,10-01-2021 02:32,GIF,veganism,negative,12,,,,,,,,,,
7856,85e013ce-3474-4c9a-a4ea-7b726a29baae,worried,01-11-2020 13:30,GIF,animals,negative,12,,,,,,,,,,
7857,85e013ce-3474-4c9a-a4ea-7b726a29baae,worried,19-10-2020 12:00,GIF,animals,negative,12,,,,,,,,,,
7896,9a5951a5-a36f-404e-a746-f6023c160fc0,worried,27-07-2020 01:10,GIF,science,negative,12,,,,,,,,,,
7930,9a5951a5-a36f-404e-a746-f6023c160fc0,worried,06-01-2021 01:32,GIF,science,negative,12,,,,,,,,,,
7940,26ea4466-0d88-482a-afab-e502beb4a316,worried,23-02-2021 15:32,video,fitness,negative,12,,,,,,,,,,
7948,26ea4466-0d88-482a-afab-e502beb4a316,worried,23-08-2020 23:01,video,fitness,negative,12,,,,,,,,,,
7949,26ea4466-0d88-482a-afab-e502beb4a316,worried,16-08-2020 11:21,video,fitness,negative,12,,,,,,,,,,
7960,26ea4466-0d88-482a-afab-e502beb4a316,worried,18-10-2020 05:02,video,fitness,negative,12,,,,,,,,,,
7966,26ea4466-0d88-482a-afab-e502beb4a316,worried,24-07-2020 08:27,video,fitness,negative,12,,,,,,,,,,
7968,26ea4466-0d88-482a-afab-e502beb4a316,worried,24-03-2021 01:38,video,fitness,negative,12,,,,,,,,,,
7984,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,14-06-2021 15:56,audio,tennis,negative,12,,,,,,,,,,
7987,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,11-03-2021 11:50,audio,tennis,negative,12,,,,,,,,,,
7990,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,18-12-2020 07:22,audio,tennis,negative,12,,,,,,,,,,
8002,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,worried,27-02-2021 10:13,audio,tennis,negative,12,,,,,,,,,,
8019,b81f446e-be9b-4fff-8faf-7732c6306c75,worried,17-08-2020 21:18,audio,cooking,negative,12,,,,,,,,,,
8025,b81f446e-be9b-4fff-8faf-7732c6306c75,worried,17-04-2021 17:44,audio,cooking,negative,12,,,,,,,,,,
8093,a059c110-6fab-4a4f-9482-eaf2c269911e,worried,03-07-2020 14:35,GIF,food,negative,12,,,,,,,,,,
8112,b90bb1f2-9dbf-4802-a0e2-103dac50d272,worried,16-10-2020 07:05,video,fitness,negative,12,,,,,,,,,,
8133,b90bb1f2-9dbf-4802-a0e2-103dac50d272,worried,06-03-2021 22:58,video,fitness,negative,12,,,,,,,,,,
8160,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,23-01-2021 07:11,video,education,negative,12,,,,,,,,,,
8162,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,18-12-2020 04:02,video,education,negative,12,,,,,,,,,,
8171,4e659bd8-44b6-41a3-893c-c528474a29c9,worried,25-02-2021 19:23,video,education,negative,12,,,,,,,,,,
8181,8866b759-c55c-4fd3-9753-8a69265c481e,worried,13-02-2021 04:00,video,science,negative,12,,,,,,,,,,
8196,915505a1-6d75-4894-8200-0f088c19431b,worried,15-02-2021 19:24,video,cooking,negative,12,,,,,,,,,,
8215,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,14-08-2020 19:59,GIF,cooking,negative,12,,,,,,,,,,
8237,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,08-12-2020 05:03,GIF,cooking,negative,12,,,,,,,,,,
8245,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,07-05-2021 04:02,GIF,cooking,negative,12,,,,,,,,,,
8248,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,12-04-2021 00:18,GIF,cooking,negative,12,,,,,,,,,,
8253,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,worried,31-03-2021 05:57,GIF,cooking,negative,12,,,,,,,,,,
8306,2d10f5b0-c590-429f-8b68-52c239617d26,worried,23-09-2020 08:14,GIF,technology,negative,12,,,,,,,,,,
8307,2d10f5b0-c590-429f-8b68-52c239617d26,worried,30-11-2020 21:30,GIF,technology,negative,12,,,,,,,,,,
8313,2d10f5b0-c590-429f-8b68-52c239617d26,worried,28-08-2020 05:41,GIF,technology,negative,12,,,,,,,,,,
8330,cb0bd265-610e-4d5f-bc00-1732f58562dc,worried,11-06-2021 20:28,GIF,science,negative,12,,,,,,,,,,
8332,cb0bd265-610e-4d5f-bc00-1732f58562dc,worried,30-01-2021 13:20,GIF,science,negative,12,,,,,,,,,,
8360,b2344491-76af-4b2c-b569-e9af85298b30,worried,05-02-2021 13:18,video,culture,negative,12,,,,,,,,,,
8386,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,24-05-2021 21:46,photo,science,negative,12,,,,,,,,,,
8393,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,20-03-2021 00:01,photo,science,negative,12,,,,,,,,,,
8402,178f85a7-c2d1-4127-94d2-30adf96ae7fd,worried,12-11-2020 06:16,photo,science,negative,12,,,,,,,,,,
8495,e4827a5c-c604-4aad-b7ed-b396b3601b74,worried,13-09-2020 10:14,photo,education,negative,12,,,,,,,,,,
8499,e4827a5c-c604-4aad-b7ed-b396b3601b74,worried,26-04-2021 20:16,photo,education,negative,12,,,,,,,,,,
8523,abecd821-ad3d-43b0-a550-aadd9d267072,worried,24-08-2020 08:34,video,tennis,negative,12,,,,,,,,,,
8539,0289b7bc-bc95-4f1d-83fe-9ca662194158,worried,14-12-2020 04:24,audio,tennis,negative,12,,,,,,,,,,
8559,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,21-09-2020 22:43,video,education,negative,12,,,,,,,,,,
8569,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,12-01-2021 05:07,video,education,negative,12,,,,,,,,,,
8571,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,21-10-2020 08:29,video,education,negative,12,,,,,,,,,,
8581,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,27-03-2021 09:27,video,education,negative,12,,,,,,,,,,
8592,3a7b85dd-717e-4460-8144-498fdbc9380c,worried,29-08-2020 02:32,video,education,negative,12,,,,,,,,,,
8596,03e51c25-cba9-471b-b627-f15550b83fca,worried,30-01-2021 21:29,GIF,veganism,negative,12,,,,,,,,,,
8607,03e51c25-cba9-471b-b627-f15550b83fca,worried,17-12-2020 19:34,GIF,veganism,negative,12,,,,,,,,,,
8619,03e51c25-cba9-471b-b627-f15550b83fca,worried,19-10-2020 10:48,GIF,veganism,negative,12,,,,,,,,,,
8648,daeddfcc-c030-4674-8317-56a23ab81799,worried,02-06-2021 21:23,audio,animals,negative,12,,,,,,,,,,
8652,daeddfcc-c030-4674-8317-56a23ab81799,worried,01-04-2021 04:06,audio,animals,negative,12,,,,,,,,,,
8656,daeddfcc-c030-4674-8317-56a23ab81799,worried,04-01-2021 03:55,audio,animals,negative,12,,,,,,,,,,
8693,71246f1e-0b64-4922-a6ae-c86c446837be,worried,26-04-2021 03:13,video,healthy eating,negative,12,,,,,,,,,,
8714,41bc0418-db4b-48b4-ada6-18eda999cd25,worried,23-08-2020 01:30,video,travel,negative,12,,,,,,,,,,
8739,31d142d9-4557-4613-bce5-cfe63cd0a3cf,worried,15-06-2021 01:13,photo,soccer,negative,12,,,,,,,,,,
8772,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,11-09-2020 07:29,audio,healthy eating,negative,12,,,,,,,,,,
8776,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,31-03-2021 06:00,audio,healthy eating,negative,12,,,,,,,,,,
8784,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,worried,28-03-2021 16:38,audio,healthy eating,negative,12,,,,,,,,,,
8807,447954af-c2c0-4546-881c-3ba1cb104209,worried,07-10-2020 21:04,audio,tennis,negative,12,,,,,,,,,,
8811,447954af-c2c0-4546-881c-3ba1cb104209,worried,28-01-2021 09:11,audio,tennis,negative,12,,,,,,,,,,
8826,a8d3e5b8-7838-477c-82ce-4c90029e56ce,worried,26-03-2021 19:06,photo,public speaking,negative,12,,,,,,,,,,
8888,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,05-02-2021 04:35,video,soccer,negative,12,,,,,,,,,,
8893,3b436c19-72fe-429a-80dd-88d24ef549d1,worried,14-01-2021 06:13,video,soccer,negative,12,,,,,,,,,,
8898,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,17-03-2021 08:51,audio,public speaking,negative,12,,,,,,,,,,
8907,0c042b6c-725e-4591-a666-cf32c5ec7cc8,worried,26-06-2020 23:02,audio,public speaking,negative,12,,,,,,,,,,
8927,dfdf6d34-e60b-4d21-9973-4bf07769be78,worried,22-02-2021 14:11,photo,public speaking,negative,12,,,,,,,,,,
8962,cebae43b-4f77-4689-86e0-66fb107d5eef,worried,17-05-2021 22:58,GIF,culture,negative,12,,,,,,,,,,
9027,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,11-01-2021 02:07,GIF,soccer,negative,12,,,,,,,,,,
9028,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,21-08-2020 09:11,GIF,soccer,negative,12,,,,,,,,,,
9034,e4fd43f5-c0cb-47cd-bc41-1e07a8081323,worried,04-02-2021 19:27,GIF,soccer,negative,12,,,,,,,,,,
9106,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,03-01-2021 14:00,video,soccer,negative,12,,,,,,,,,,
9111,8f640e2f-27bc-46cc-a43a-f750e357fc35,worried,06-08-2020 06:48,video,soccer,negative,12,,,,,,,,,,
9118,f2143553-d9cd-4d8d-8276-98557a0054af,worried,21-09-2020 03:39,photo,cooking,negative,12,,,,,,,,,,
9139,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,worried,29-01-2021 02:45,audio,technology,negative,12,,,,,,,,,,
9141,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,19-11-2020 00:35,GIF,soccer,negative,12,,,,,,,,,,
9143,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,06-01-2021 17:56,GIF,soccer,negative,12,,,,,,,,,,
9160,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021 13:35,GIF,soccer,negative,12,,,,,,,,,,
9162,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,15-07-2020 04:20,GIF,soccer,negative,12,,,,,,,,,,
9176,ad8bc9be-50a3-491a-b240-49b8f573238e,worried,29-05-2021 04:12,GIF,soccer,negative,12,,,,,,,,,,
9203,54acd843-1e09-4b30-a80a-b9e0295ff269,worried,30-07-2020 23:00,GIF,tennis,negative,12,,,,,,,,,,
9219,972b6e82-421f-43f6-905c-2168933de18f,worried,16-10-2020 08:23,video,animals,negative,12,,,,,,,,,,
9226,972b6e82-421f-43f6-905c-2168933de18f,worried,23-10-2020 13:23,video,animals,negative,12,,,,,,,,,,
9253,972b6e82-421f-43f6-905c-2168933de18f,worried,10-06-2021 08:02,video,animals,negative,12,,,,,,,,,,
9278,78c7c5a7-5de4-469e-8460-49e8e491bde6,worried,11-01-2021 04:28,GIF,public speaking,negative,12,,,,,,,,,,
9313,d75016e9-9817-47e7-a2f9-dbfae392d3d6,worried,20-01-2021 08:50,GIF,culture,negative,12,,,,,,,,,,
9335,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,25-05-2021 05:58,photo,fitness,negative,12,,,,,,,,,,
9348,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,16-06-2021 00:22,photo,fitness,negative,12,,,,,,,,,,
9349,46bd9a52-6547-457f-87fa-0e434e5bc61c,worried,17-05-2021 06:30,photo,fitness,negative,12,,,,,,,,,,
9368,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,16-09-2020 23:33,photo,culture,negative,12,,,,,,,,,,
9392,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,21-04-2021 00:54,photo,culture,negative,12,,,,,,,,,,
9403,bc1f22da-d7b2-49d8-a6f1-1132776b4b18,worried,09-04-2021 15:33,photo,culture,negative,12,,,,,,,,,,
9422,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,10-06-2021 11:53,photo,cooking,negative,12,,,,,,,,,,
9433,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,26-04-2021 00:41,photo,cooking,negative,12,,,,,,,,,,
9435,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,01-04-2021 15:50,photo,cooking,negative,12,,,,,,,,,,
9441,501b2f88-999b-4ad9-b2f5-4b9c36a31259,worried,24-01-2021 15:09,photo,cooking,negative,12,,,,,,,,,,
9464,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,07-06-2021 14:38,audio,tennis,negative,12,,,,,,,,,,
9466,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,01-04-2021 06:43,audio,tennis,negative,12,,,,,,,,,,
9471,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,05-02-2021 16:31,audio,tennis,negative,12,,,,,,,,,,
9473,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,21-12-2020 04:54,audio,tennis,negative,12,,,,,,,,,,
9494,df15da28-c038-4d0c-a63a-eac77f650ee3,worried,06-03-2021 05:55,audio,tennis,negative,12,,,,,,,,,,
9520,0da2523f-acc4-4687-9844-45eaa5e90c65,worried,22-08-2020 01:10,video,technology,negative,12,,,,,,,,,,
9527,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,worried,29-06-2020 11:09,photo,healthy eating,negative,12,,,,,,,,,,
9554,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,worried,02-03-2021 23:46,photo,healthy eating,negative,12,,,,,,,,,,
9570,b6ecb09e-a706-4589-bb75-70cb1cc590eb,worried,11-07-2020 10:30,photo,culture,negative,12,,,,,,,,,,
9661,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,01-04-2021 07:19,audio,healthy eating,negative,12,,,,,,,,,,
9674,c84f903e-32ae-4ce1-b66b-d876439fccf5,worried,09-09-2020 11:27,audio,healthy eating,negative,12,,,,,,,,,,
9683,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,18-02-2021 19:18,photo,veganism,negative,12,,,,,,,,,,
9686,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,26-09-2020 07:58,photo,veganism,negative,12,,,,,,,,,,
9698,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,29-07-2020 04:53,photo,veganism,negative,12,,,,,,,,,,
9712,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,05-12-2020 03:33,photo,veganism,negative,12,,,,,,,,,,
9718,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,14-02-2021 16:13,photo,veganism,negative,12,,,,,,,,,,
9722,86f4e4df-636a-48f5-bb66-03ea4fd00214,worried,20-09-2020 18:42,photo,veganism,negative,12,,,,,,,,,,
9728,b27bfcfe-64df-499e-b60f-f93d2200c589,worried,17-09-2020 21:23,video,soccer,negative,12,,,,,,,,,,
9785,9a2c328f-16aa-490c-8ca2-c7deaa90db3f,worried,06-09-2020 04:40,photo,culture,negative,12,,,,,,,,,,
9873,b8368fca-8fe3-4768-beed-5056cff63c23,worried,21-10-2020 01:44,audio,technology,negative,12,,,,,,,,,,
9880,b8368fca-8fe3-4768-beed-5056cff63c23,worried,26-08-2020 12:07,audio,technology,negative,12,,,,,,,,,,
9892,b8368fca-8fe3-4768-beed-5056cff63c23,worried,30-03-2021 18:54,audio,technology,negative,12,,,,,,,,,,
9897,29d7781c-9302-4269-91f3-c23afb33467a,worried,29-08-2020 07:24,video,public speaking,negative,12,,,,,,,,,,
9909,29d7781c-9302-4269-91f3-c23afb33467a,worried,23-03-2021 14:19,video,public speaking,negative,12,,,,,,,,,,
9939,1517abf6-67ed-47e1-9b9b-7e79a23a4d22,worried,17-12-2020 04:10,photo,education,negative,12,,,,,,,,,,
9972,4df372b3-ed9d-41ef-b33d-b576ec383dfc,worried,28-04-2021 16:31,audio,dogs,negative,12,,,,,,,,,,
9998,f361cc99-64f0-4a7c-ad49-945ff01abaa6,worried,24-06-2020 21:09,photo,dogs,negative,12,,,,,,,,,,
10013,f361cc99-64f0-4a7c-ad49-945ff01abaa6,worried,21-04-2021 10:42,photo,dogs,negative,12,,,,,,,,,,
10045,fc346df4-d165-4ed0-8d43-a6896daf908e,worried,05-11-2020 12:31,video,public speaking,negative,12,,,,,,,,,,
10065,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,worried,18-01-2021 20:42,photo,animals,negative,12,,,,,,,,,,
10112,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,06-03-2021 14:32,video,cooking,negative,12,,,,,,,,,,
10116,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,16-10-2020 09:35,video,cooking,negative,12,,,,,,,,,,
10122,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,14-03-2021 01:33,video,cooking,negative,12,,,,,,,,,,
10127,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,08-12-2020 06:00,video,cooking,negative,12,,,,,,,,,,
10138,77b49477-2f3c-455a-b8f1-09ec2e553174,worried,28-04-2021 07:33,video,cooking,negative,12,,,,,,,,,,
10152,d4813cf8-87d5-421e-81f7-c5d43c25c62a,worried,02-03-2021 15:01,GIF,technology,negative,12,,,,,,,,,,
10182,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,18-01-2021 04:16,video,healthy eating,negative,12,,,,,,,,,,
10193,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,11-09-2020 14:23,video,healthy eating,negative,12,,,,,,,,,,
10201,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,21-08-2020 21:50,video,healthy eating,negative,12,,,,,,,,,,
10210,b4d8b8ed-d538-49d2-a1cb-25548045bcf1,worried,24-10-2020 03:52,video,healthy eating,negative,12,,,,,,,,,,
10218,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,17-08-2020 17:26,GIF,technology,negative,12,,,,,,,,,,
10228,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,12-01-2021 09:45,GIF,technology,negative,12,,,,,,,,,,
10235,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,06-07-2020 05:40,GIF,technology,negative,12,,,,,,,,,,
10249,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,11-07-2020 01:46,GIF,technology,negative,12,,,,,,,,,,
10253,9522ddea-8e07-4a2a-a001-25e4a534b8f6,worried,08-06-2021 13:14,GIF,technology,negative,12,,,,,,,,,,
10279,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,15-10-2020 11:57,video,fitness,negative,12,,,,,,,,,,
10281,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,31-10-2020 16:12,video,fitness,negative,12,,,,,,,,,,
10283,b85e1b0d-1018-4a65-a709-4ac5323e06d9,worried,05-08-2020 15:40,video,fitness,negative,12,,,,,,,,,,
10307,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,10-08-2020 00:17,video,education,negative,12,,,,,,,,,,
10321,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,19-06-2020 00:10,video,education,negative,12,,,,,,,,,,
10338,fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,17-11-2020 07:03,video,education,negative,12,,,,,,,,,,
10346,6dbd153c-5b69-4ffb-a869-6285fb0c764d,worried,26-05-2021 08:55,audio,technology,negative,12,,,,,,,,,,
10364,6dbd153c-5b69-4ffb-a869-6285fb0c764d,worried,10-10-2020 23:35,audio,technology,negative,12,,,,,,,,,,
10382,9108109e-c521-4528-9d90-4c804cbb866d,worried,12-08-2020 08:25,audio,veganism,negative,12,,,,,,,,,,
10388,9108109e-c521-4528-9d90-4c804cbb866d,worried,15-04-2021 09:42,audio,veganism,negative,12,,,,,,,,,,
10405,9108109e-c521-4528-9d90-4c804cbb866d,worried,23-12-2020 09:16,audio,veganism,negative,12,,,,,,,,,,
10416,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,11-04-2021 04:39,photo,animals,negative,12,,,,,,,,,,
10427,4b00c81e-66dd-45bd-9fb5-a9d2b37b62bf,worried,04-12-2020 10:58,photo,animals,negative,12,,,,,,,,,,
10440,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,20-09-2020 09:57,audio,animals,negative,12,,,,,,,,,,
10468,88cbf75c-79f0-42cb-8733-af670f39d6e0,worried,19-11-2020 21:31,audio,animals,negative,12,,,,,,,,,,
